MachineID,Age,Temperature,Pressure,Vibration,Humidity,FailureType,RUL
2,1065,72.84845902,98.81534012,46.83503284,29.37863926,Without Failure,780
3,1372,80.7477734,96.49987206,50.19147198,51.62018684,Overheating,77
2,1253,66.41292864,135.3863381,52.9697182,43.48179463,Without Failure,1163
1,741,65.99287254,85.96177794,37.98530994,40.33102329,Without Failure,1958
8,693,95.29969891,90.37431871,55.93669484,33.46408892,Mechanical Wear,97
5,435,66.87955614,115.8906098,43.80687087,45.61268788,Without Failure,743
10,1164,71.33575711,87.00456041,59.43656684,40.3697903,Without Failure,595
1,1311,77.15920296,105.5007247,47.14677397,35.92002116,Without Failure,779
9,1874,79.287063,81.45422329,51.30931165,51.93213171,Without Failure,1895
8,1872,69.54765805,122.3527245,50.30137646,56.05845402,Without Failure,1393
4,1345,72.9209589,93.51446587,47.72943488,51.28469136,Without Failure,1260
8,593,64.9817984,90.25565356,54.33765433,46.47422728,Without Failure,1657
10,441,69.46247799,87.35362913,56.00794567,42.69684828,Without Failure,1972
7,166,81.95334909,82.75272695,48.66516374,25.90163348,Without Failure,947
7,1946,84.06452734,94.75934021,45.31201738,44.05191123,Power Failure,82
1,1869,85.18165431,64.6245764,43.72688582,27.45917722,Without Failure,1138
6,565,74.95146226,83.64783099,55.48550862,46.77792784,Power Failure,50
4,1486,73.03278165,100.2533522,43.49107168,42.59357599,Without Failure,1048
10,1479,61.92248432,101.3228145,50.63387961,30.83850806,Without Failure,592
10,72,71.441081,98.94072615,52.63709313,48.35456368,Without Failure,1402
10,724,76.73434678,88.61516789,46.41070107,25.79290368,Without Failure,674
2,1706,85.88102994,122.7044638,53.10432313,36.81661198,Sensor Failure,40
10,947,55.66831407,113.0379275,49.5741088,42.88267115,Without Failure,1236
7,269,71.63162338,98.4383592,48.69995335,40.66503347,Without Failure,642
9,218,52.34177049,98.27138303,42.81516761,32.26833814,Without Failure,661
5,1671,58.96289149,92.88568597,47.02123017,13.67368265,Without Failure,1480
8,546,88.17463561,90.35378184,46.19528734,45.7943343,Overheating,35
5,1681,61.98264582,97.64944559,53.59155846,70.09245327,Overheating,22
7,1206,76.08073622,114.1783067,51.22800231,45.10053537,Without Failure,1433
7,1101,85.26177673,93.29758093,45.84228576,33.43105345,Without Failure,1346
9,307,70.31945848,119.2071091,41.63800052,43.77571181,Without Failure,1576
3,1788,62.75891569,90.23599302,53.37627389,45.28718859,Without Failure,1390
1,1351,76.19154168,122.3703649,54.90590227,42.30070915,Without Failure,1218
2,1968,90.59833147,95.54045412,54.99796853,37.25969035,Without Failure,583
6,1927,84.92757467,110.2057263,51.50076649,43.87557717,Without Failure,1302
10,420,72.51624902,134.1370327,44.87851364,40.48228808,Without Failure,1166
10,1259,69.4299277,136.2744886,46.67267767,59.30390109,Without Failure,1266
9,1857,86.5640351,79.86701472,38.57294067,36.53781468,Without Failure,1124
3,848,60.38563847,115.5055663,50.61781511,39.94599007,Without Failure,505
10,1612,84.36975835,85.83751455,53.08727632,30.85714488,Power Failure,40
2,885,69.69485205,105.6284929,45.41946916,40.59026405,Without Failure,944
1,461,60.12838283,107.33232,45.74178626,47.16639081,Without Failure,1524
2,1960,57.33493714,112.9183345,36.95774075,38.33057756,Mechanical Wear,42
3,584,91.35108081,80.80412297,52.25708445,50.04686225,Overheating,88
7,1562,72.98866049,82.32071521,55.75908888,49.39100507,Mechanical Wear,79
2,915,66.05764774,87.58874474,49.58218809,46.57700671,Without Failure,1345
5,37,74.56296327,108.748161,46.43862625,51.63806229,Without Failure,1833
2,1789,69.27731773,103.6836974,45.6180403,41.92860491,Without Failure,1924
7,1931,69.61657646,106.1724722,47.34799762,34.52322673,Without Failure,732
10,425,70.03741117,82.35279937,53.7819961,44.45263627,Mechanical Wear,89
8,1621,75.08301396,102.5117592,47.51043483,26.41011308,Without Failure,1324
8,1892,82.5741855,90.11664354,44.59697619,33.05852273,Without Failure,1068
8,433,59.71077152,90.76767295,60.04011647,43.14717661,Overheating,10
10,1382,88.50445253,98.08028318,43.82368427,24.3711054,Power Failure,77
9,1054,65.5500811,77.26208511,44.45667037,38.05333906,Without Failure,1265
1,204,77.56186204,107.9577482,45.66815775,68.25386158,Without Failure,640
1,704,74.41852572,78.50162211,50.56949505,48.29836646,Without Failure,1759
10,741,66.93084139,93.8317426,48.23222089,38.10349185,Without Failure,966
2,1204,86.35316423,111.1268693,47.28621372,32.79309823,Without Failure,1711
6,1780,67.05836782,77.32753691,49.63833433,44.44857397,Without Failure,1696
1,39,89.18804002,78.95787266,44.22257039,32.27286187,Overheating,35
5,840,81.68023669,115.5337101,51.49008782,55.87744822,Without Failure,923
5,1446,67.50475906,83.87673344,54.01941855,29.13851104,Without Failure,760
4,905,63.01557534,114.5171418,46.48060928,36.05837267,Without Failure,833
5,1180,85.65194515,106.5894235,50.87281252,37.92143358,Without Failure,587
1,167,63.5890864,79.90164784,48.65892254,50.22857998,Without Failure,1375
6,1693,73.66871576,102.5681201,52.48523779,44.12782543,Without Failure,1414
7,641,81.96804915,106.7946082,49.46920446,27.34814485,Without Failure,1256
8,1105,79.635717,79.08342876,54.61988097,23.71855529,Power Failure,20
2,1691,72.97158619,100.9117837,61.90758836,45.40035666,Mechanical Wear,32
7,686,67.70348631,112.5360059,53.26383147,22.46378007,Without Failure,1842
6,1823,82.2209735,98.77363721,54.07105013,37.88253114,Mechanical Wear,16
9,599,56.19046949,102.2475765,47.4341428,37.46308688,Without Failure,1505
8,101,77.59550262,97.89904482,46.70223218,36.58237005,Without Failure,1230
4,759,62.03321178,115.3522187,50.70146428,43.67223586,Mechanical Wear,92
9,717,66.2276709,98.54326016,43.9718764,59.08080976,Mechanical Wear,35
1,88,78.68327262,89.53381532,55.01232605,38.39434618,Overheating,43
6,344,67.50367243,96.6318986,53.40302004,37.81295337,Without Failure,1874
8,799,86.5729826,76.54291175,46.88849798,26.60484514,Without Failure,966
4,1946,82.06437707,54.78625251,52.71116524,40.8965688,Overheating,10
2,1333,68.02490999,87.58128972,60.70138589,35.22229389,Without Failure,1178
2,607,72.74735703,122.8626263,50.80804811,42.62547173,Without Failure,1702
10,1463,63.9638096,115.2825157,53.30211873,43.49874688,Without Failure,565
1,158,79.72978046,75.35378324,51.14199371,42.18508447,Mechanical Wear,20
5,1137,90.68130694,84.26348853,51.25011354,24.41744028,Without Failure,1410
6,535,63.04875506,90.6411594,49.42364109,38.75440547,Without Failure,1342
4,162,76.8840876,97.13457776,60.3015073,37.53174719,Without Failure,1629
4,285,78.23447816,84.54285654,39.83339761,33.12166031,Sensor Failure,57
5,864,62.4996221,90.81241177,51.98784985,38.13692697,Without Failure,1454
5,54,64.91597927,115.3717061,48.93096319,43.03942331,Without Failure,869
9,575,56.91668101,85.00379253,55.49901777,37.05464566,Overheating,4
8,32,80.60850883,108.4286551,55.34432066,46.90850698,Without Failure,1539
9,557,71.40313689,111.4287621,53.81748377,39.4937015,Without Failure,1669
3,730,67.7437239,135.9793548,45.56647808,44.57664716,Without Failure,1070
3,992,95.64318812,89.69009114,56.74371951,30.77211146,Without Failure,706
1,800,56.97982879,83.22765027,47.91024161,47.49974455,Without Failure,1626
10,195,87.8502375,74.20140902,55.91700668,47.17699963,Without Failure,762
6,1788,53.45933936,109.907085,51.57764883,33.53749302,Without Failure,1855
4,447,69.79252948,106.4285412,51.05210792,45.06999575,Without Failure,1991
8,1821,58.01456556,98.447295,48.02082625,49.6172944,Without Failure,1757
2,1771,66.79981036,104.8470062,39.61735712,38.689418,Without Failure,813
2,1614,69.59108737,101.2446747,59.60680963,20.5296293,Without Failure,697
7,924,67.90258071,93.87003025,51.91398962,50.82104027,Without Failure,658
5,1981,77.50068009,94.96437762,47.90454278,40.30191382,Without Failure,1285
1,91,83.77714171,98.54808276,52.48975424,38.63999549,Without Failure,1078
7,607,73.86850013,136.7698991,47.99951575,38.61177259,Without Failure,1694
7,1251,78.23388234,113.6572158,45.60730558,41.84922471,Without Failure,927
10,285,90.6098601,82.52362015,46.67248763,32.53117187,Sensor Failure,58
6,873,68.0200979,105.9571719,47.57361528,66.70606777,Power Failure,40
4,1258,84.03873266,99.894659,47.17920068,39.38529196,Power Failure,59
8,101,100.2558832,127.08759,50.94025325,55.65540856,Without Failure,993
2,1787,93.1413978,118.8820211,55.89438382,42.9734717,Without Failure,977
2,139,91.29324597,98.48925242,51.77653612,38.94120176,Without Failure,1127
2,834,82.28113968,99.57530403,49.15516322,34.36211663,Without Failure,1228
3,1678,86.51160049,82.95139029,38.70103798,40.84544389,Without Failure,1901
6,1775,70.16154811,109.8245836,52.21982246,40.80298185,Without Failure,1977
1,265,74.18632149,117.1981231,46.41603477,10.55455476,Without Failure,704
2,1365,73.02396648,101.8262433,51.22298013,29.87338387,Mechanical Wear,38
10,572,68.36657363,103.9677712,52.14763476,39.56062968,Without Failure,1097
2,534,76.46579677,95.10238817,48.28404166,40.08868126,Mechanical Wear,43
1,522,69.75323201,113.2268091,45.81383088,18.90900662,Without Failure,1563
3,15,75.62236772,79.88231353,51.6466395,38.88943371,Without Failure,854
10,560,61.19254131,83.22208844,43.98308703,50.69887419,Without Failure,1479
7,877,69.66559937,113.9363411,61.36575449,42.2523356,Without Failure,1082
1,335,88.15633855,78.84171147,50.24152926,43.54240712,Without Failure,1178
7,909,76.94954851,90.49768558,52.81333859,52.64166149,Sensor Failure,64
5,1413,88.34705132,95.82245239,49.42744475,55.04968817,Without Failure,788
9,169,68.94420027,107.0677465,45.94508777,35.85069122,Power Failure,86
2,912,72.51700679,102.3087905,59.69358884,56.81161491,Without Failure,594
1,118,77.14930013,53.83410484,44.11081513,25.84970115,Without Failure,1855
9,1065,73.053117,108.7149028,49.89800202,36.09404461,Overheating,14
8,1012,61.05724028,96.68550186,48.71902473,58.20134675,Without Failure,1149
10,9,80.66854959,115.9980529,47.85631171,45.44762091,Mechanical Wear,48
6,429,65.14410598,85.45241343,46.38459338,31.23451232,Without Failure,793
5,1491,74.89577404,123.6362403,48.14505295,32.35343538,Without Failure,1008
8,48,53.69518256,82.36668003,52.47439131,43.35454373,Without Failure,1449
8,1800,68.51408218,93.06045355,51.11919074,36.31641181,Without Failure,1655
5,206,73.73756729,118.9025301,51.80951269,53.79227289,Without Failure,1036
7,1702,80.61313634,133.8248151,48.25746057,21.14038672,Without Failure,520
1,513,62.64569366,82.39448313,54.14711786,58.71782324,Mechanical Wear,2
4,1603,66.0881424,137.4004577,42.17595276,43.8829943,Mechanical Wear,88
2,1843,92.64292069,64.30466573,49.12983757,25.34556557,Without Failure,919
10,1233,94.65222644,111.3388414,48.62716391,46.49174708,Without Failure,1267
3,1162,80.14705833,126.4212906,48.62568313,24.91414861,Without Failure,1083
1,36,87.79644145,84.52029892,48.61270591,26.71424211,Sensor Failure,56
2,217,71.05095023,118.4331624,49.07271426,37.21214006,Without Failure,1201
1,1479,81.53315544,92.33116707,52.95208366,54.62165227,Without Failure,1614
8,1535,81.03066727,88.7519308,47.55878253,31.00671399,Without Failure,571
4,1301,65.58400403,79.65827203,47.74290161,50.87157007,Without Failure,583
3,179,76.96506544,98.81729798,55.99568014,59.66785738,Sensor Failure,65
1,1540,72.04658344,102.1461684,54.74548033,43.83321451,Without Failure,1787
2,129,78.67836687,82.09243231,50.22643078,48.83801674,Without Failure,1894
3,1668,69.64914032,121.3656664,50.86161662,28.44357984,Without Failure,1668
3,610,60.45134283,90.88311382,42.44367503,43.08284561,Without Failure,1737
6,1695,75.17255822,99.42263441,48.87159169,52.54634464,Without Failure,1456
10,1771,83.30612801,103.4755911,53.11600471,45.37832387,Without Failure,1100
8,658,83.30760067,144.9371235,53.03907631,35.41441015,Sensor Failure,41
6,358,57.23797417,119.2399526,44.46176033,44.06096874,Power Failure,35
2,626,76.82435183,112.2336542,43.07966084,37.06054138,Without Failure,1147
2,1027,81.8856912,93.37860375,53.42469961,53.73584949,Without Failure,789
7,1622,76.37032576,105.6081922,55.17899795,30.22960388,Without Failure,525
1,1581,83.64656461,107.1566901,53.67232376,39.71903184,Power Failure,35
1,1106,60.89443684,99.53742386,60.04496344,57.61929398,Without Failure,1260
7,1177,63.54997052,114.371403,56.79079238,35.90749482,Sensor Failure,22
9,505,80.8935224,146.9657768,46.29479082,50.60899128,Without Failure,1961
5,1532,71.51724562,83.34914976,56.69574242,42.226839,Without Failure,1745
1,817,86.72978672,106.2078931,46.03189187,51.26072617,Without Failure,1276
5,793,78.06800768,105.8667314,51.85715793,39.39071368,Without Failure,924
1,838,66.04602859,96.44417119,43.6442632,34.31583496,Power Failure,71
10,1823,65.54220145,89.95855046,55.29681978,34.24378844,Without Failure,1910
9,622,56.23238939,89.18228145,47.699959,47.76998402,Without Failure,1324
4,628,81.87477529,133.6213667,61.62859698,35.91538858,Without Failure,604
9,96,73.83267532,102.3781649,51.75295286,57.74694521,Without Failure,916
2,1963,84.16331659,115.19889,49.95126454,46.81324191,Without Failure,558
7,1305,77.57744342,95.80194795,45.7332714,36.68279955,Without Failure,613
2,1724,76.14509638,106.4946004,52.37877954,56.34822909,Mechanical Wear,10
4,1623,83.15404249,107.7481479,51.85506497,38.7111149,Power Failure,93
6,818,74.02085047,96.41331859,47.00371334,21.09724894,Without Failure,690
2,1978,71.67635937,103.959601,58.1384543,36.4706098,Without Failure,1540
2,598,74.99887627,119.2570597,46.70402268,26.80314689,Without Failure,1677
2,933,83.41748457,83.30897232,42.7887888,43.50808349,Without Failure,1558
3,1561,65.58169115,103.3861463,49.37549459,32.31240441,Without Failure,1757
5,1915,84.24719675,108.5842306,50.07784117,48.62196051,Without Failure,1123
9,428,75.6336135,111.9760059,48.7393183,37.04376903,Without Failure,1052
6,1566,71.15924861,114.3982677,53.32354281,67.93689001,Without Failure,868
9,1149,76.83247886,110.8626405,50.82785697,43.62420391,Without Failure,572
10,1733,86.76394759,117.9177515,57.12721059,45.02425256,Without Failure,515
5,1324,86.68968194,93.91750384,55.94188708,46.04888608,Without Failure,875
6,542,78.92082642,121.8783622,53.71374223,42.93418708,Without Failure,1455
10,366,81.25983041,101.8542014,53.86362893,52.70218273,Overheating,63
8,1852,75.43233875,113.1030144,42.27551216,43.47533457,Without Failure,964
3,1967,69.15214615,80.36465491,54.02476573,43.46276437,Without Failure,1985
2,1767,79.44907171,109.9457656,53.7383358,44.04004013,Without Failure,1722
3,1068,70.51190796,102.3135546,57.96229373,51.99737123,Without Failure,1264
9,1516,64.73485853,95.49013061,47.07324975,35.18416637,Without Failure,1797
6,1339,70.77664209,119.4146026,46.42768389,18.85161576,Without Failure,1294
10,1212,58.579198,103.3665376,48.11655225,43.21516457,Mechanical Wear,14
4,51,62.61479628,103.0246773,50.07450814,46.43102603,Without Failure,1049
10,563,95.29108249,78.57092324,44.94218704,30.12445539,Without Failure,988
3,1355,86.25962945,89.70890362,43.27623451,29.22337963,Without Failure,1334
2,498,72.59852734,102.760025,47.06623972,31.0781053,Without Failure,1085
4,976,80.22139983,89.88498504,42.89892708,24.8694052,Without Failure,863
9,1341,65.49477155,121.7795466,41.23436483,45.69882227,Without Failure,597
4,1433,81.61590763,95.59891986,46.6213258,51.63952337,Without Failure,577
5,322,77.61220255,85.53878012,50.40944354,29.61631877,Power Failure,17
8,1614,67.95050622,83.2560333,48.81757088,45.14890913,Without Failure,1501
2,1584,71.76724159,97.99981516,53.77511991,42.07141033,Without Failure,817
3,1253,71.07314564,112.7697186,42.3318593,34.15163731,Mechanical Wear,85
6,1367,83.50003483,85.90838608,54.56996623,51.0455592,Without Failure,693
7,1394,74.1862618,84.31912474,48.75739958,64.20612432,Without Failure,586
4,555,59.21859554,91.35783219,57.8724611,27.11137056,Power Failure,33
1,1315,70.51102004,98.98865316,50.74030514,41.8689369,Without Failure,1352
7,1460,67.1763395,84.14394812,49.71555913,39.60775693,Without Failure,1096
9,1270,60.22036963,101.8188881,48.86424963,40.90784604,Without Failure,1722
1,1963,67.38810273,123.3459583,51.29753254,37.0969765,Without Failure,1893
1,218,53.41497293,99.7944996,55.17243773,46.41980076,Without Failure,1324
1,533,65.69218656,93.8799913,54.08069496,41.71633822,Without Failure,1531
10,641,76.96103833,116.774439,51.30848077,26.31890174,Without Failure,1001
7,518,79.53730033,82.72251338,49.1444105,39.54199897,Without Failure,1858
9,1807,80.03450719,107.9594312,50.84902879,43.00122617,Without Failure,1200
3,1495,84.57353943,100.4021128,60.80236036,52.87967408,Power Failure,14
8,1373,86.87611294,125.3878441,53.30262499,36.05668316,Mechanical Wear,77
9,43,64.75466244,118.8115796,55.39352892,41.70205812,Sensor Failure,24
3,1775,61.2333807,70.66379698,53.1979761,31.30815962,Without Failure,1330
3,1901,75.42588127,103.1402715,52.14667553,54.117298,Without Failure,1305
1,64,80.46606309,78.11037219,37.3650525,41.21620882,Sensor Failure,27
2,245,66.64665481,117.1098358,45.09744947,56.70347897,Without Failure,1514
7,986,77.64644513,85.70711622,50.32326054,38.21716501,Without Failure,896
3,1608,93.22534273,111.8050152,50.43387526,38.57474027,Power Failure,13
7,1094,61.63753427,117.2723499,51.43058589,42.11577122,Overheating,20
5,1732,75.05912212,72.67370138,53.14745491,45.72319317,Without Failure,1544
10,1724,85.38751126,122.103074,43.60473136,55.90479675,Without Failure,1537
8,157,73.02222376,116.8436831,51.05448187,54.77574598,Without Failure,1522
5,937,79.12865056,84.19976686,50.69485202,32.20009223,Without Failure,723
3,1498,84.10113774,117.4196918,52.47792617,37.26067073,Without Failure,1062
9,1865,71.98302202,82.01790239,43.87234888,15.32038701,Sensor Failure,63
7,1048,64.38832211,113.6284614,50.29684726,29.30679186,Without Failure,1294
5,1873,73.99143961,98.63157031,40.11073994,40.03990918,Without Failure,1797
7,1606,64.05310897,78.70492647,42.19863375,59.08381404,Without Failure,968
10,824,69.49591196,122.1420575,59.52367081,24.81151105,Sensor Failure,24
9,1246,79.41948142,122.1051867,49.3430616,52.37839523,Without Failure,1411
5,159,76.81133997,102.886637,44.55641634,38.29270942,Without Failure,1790
7,817,84.97825171,100.3370919,40.69402657,47.31486851,Without Failure,1206
9,1004,77.32010104,93.98406887,48.70025352,38.40067371,Without Failure,1423
1,74,67.20315015,108.2983419,58.24394201,44.78777412,Without Failure,1012
4,137,65.03288128,106.1325502,49.69586749,32.17253447,Without Failure,746
1,1941,81.27797563,122.8954409,52.65445461,21.85331791,Without Failure,1759
8,478,77.40217774,103.1530348,46.15038765,44.95451128,Without Failure,1129
3,552,73.07896273,120.9978841,45.88714454,51.88102244,Without Failure,1570
2,1326,78.38816173,72.09355619,50.40015179,43.71424145,Sensor Failure,66
4,1933,67.9574086,112.1566757,48.9862907,54.43517932,Without Failure,528
3,386,50.54498181,102.6695128,49.24285403,29.64522793,Without Failure,1199
5,471,85.42773429,105.3847276,51.15348907,47.52120968,Without Failure,1878
8,1357,81.48926815,127.2770695,53.50102389,37.09327103,Sensor Failure,2
10,308,74.1303266,116.6068273,39.7308838,60.29300901,Without Failure,1640
8,1551,66.01348194,94.74508334,47.49166423,25.86045365,Without Failure,776
7,886,72.86479355,87.21583395,53.37372976,42.45389262,Without Failure,745
8,700,57.70330544,71.25504814,46.85515107,34.62488921,Without Failure,765
5,1563,76.14505004,106.755298,57.39223392,30.00060913,Overheating,58
10,1186,55.64117625,118.4488953,53.49029958,52.7858758,Without Failure,1174
10,999,76.06614329,119.0211644,45.93936807,23.87808662,Mechanical Wear,72
6,1921,67.94615983,93.94643972,47.06655142,33.98417778,Power Failure,77
8,1852,73.52401841,118.7628734,48.13454426,37.91306235,Without Failure,1800
1,951,63.60811154,119.0589519,45.74262734,35.40705885,Without Failure,752
6,1078,90.08178425,114.48926,47.3225607,44.03894933,Without Failure,1709
6,785,78.60498773,100.7873921,44.96717368,38.37821564,Sensor Failure,55
5,1478,68.11491793,99.32083023,48.93630183,35.12874778,Without Failure,566
4,304,73.20523304,108.0255405,52.30883594,49.72315067,Without Failure,1673
1,101,91.06083081,110.234205,52.78489708,39.10882794,Without Failure,1541
10,1577,65.50227842,92.88147731,50.9990183,45.17206408,Without Failure,1442
8,774,63.8770212,94.57282269,40.32273981,25.00425431,Sensor Failure,89
6,1411,63.44889163,104.0350648,51.27971308,33.88200969,Mechanical Wear,15
3,1706,68.18722559,90.72189229,47.64305165,36.38528934,Without Failure,1710
3,1231,89.95059503,92.37464876,50.70019728,53.14416124,Without Failure,1677
6,1338,69.40131625,73.60205602,46.11463921,47.25172232,Without Failure,1381
7,1072,70.82971382,84.86396718,45.51992054,19.88904287,Without Failure,1014
8,571,77.01652418,111.1666486,48.55626888,45.39233194,Sensor Failure,32
5,1541,74.68841416,115.1058033,55.21722684,59.469043,Without Failure,1562
10,147,84.69478306,99.41121006,33.72719689,46.06447632,Overheating,54
6,1822,83.21289663,111.8616687,53.18137809,29.47317499,Without Failure,623
1,1234,78.27281855,66.53150661,55.58658846,37.80134755,Without Failure,1360
6,1395,72.7020531,106.4209349,40.04793498,45.03982642,Without Failure,1452
9,1685,84.59818497,78.11160466,48.07187165,31.76529977,Sensor Failure,96
10,596,67.1278879,87.40086468,45.73194427,41.85989346,Without Failure,904
4,977,66.48754668,109.7386448,46.53213481,53.15758877,Without Failure,564
10,1695,70.92056252,112.2864472,48.65547461,45.403761,Sensor Failure,58
1,1070,86.61749238,71.42033183,50.73637502,34.64985286,Without Failure,1971
9,1697,66.63080598,74.98811893,47.77831877,54.79126844,Without Failure,1819
4,498,68.99620466,89.93718749,41.87907749,29.16791752,Overheating,56
2,154,76.73972944,73.12286754,44.04476931,43.40176645,Without Failure,1144
1,229,74.43350948,93.79218146,48.98323547,24.09920489,Overheating,46
3,1323,71.20558509,113.0000196,49.81734814,28.31219178,Without Failure,1565
7,157,79.67037504,76.71913869,47.1493465,32.83268911,Without Failure,808
10,1696,70.26888315,130.19053,43.22054974,46.43812287,Without Failure,1590
2,922,85.56030033,96.08966564,45.5086583,44.01729781,Without Failure,1819
9,1270,77.37416405,105.582867,50.16070502,38.35534205,Power Failure,39
2,567,85.16489488,84.57521343,41.17479355,50.39159484,Without Failure,1381
5,1174,67.09367931,115.6209387,48.82764505,40.43649875,Without Failure,1848
8,298,73.51771742,103.5077661,39.8480494,48.94821615,Without Failure,713
10,1077,56.02614067,103.8175499,44.50296709,52.54136536,Without Failure,538
8,1246,88.37104844,105.8015909,55.14988352,32.90642743,Mechanical Wear,70
3,765,97.93889723,80.59877556,44.66469348,33.44357305,Without Failure,824
2,1603,72.11872159,106.1584545,57.89753079,24.31779146,Without Failure,989
9,564,78.72728697,110.5643523,49.45653811,39.57423472,Without Failure,1073
3,466,76.13237856,77.03865429,57.70336279,54.39749219,Without Failure,846
8,1780,62.07942777,95.95789746,38.46638961,44.20668841,Without Failure,1328
2,485,87.47466049,95.38720182,57.35226799,43.73025908,Without Failure,1236
3,1575,72.25407754,100.636083,49.19912463,50.05075358,Without Failure,1069
1,443,54.51687552,110.8243478,49.10590708,55.70266062,Without Failure,711
6,1877,67.84123182,112.2720077,45.76544502,45.1736501,Without Failure,1532
7,904,61.05614314,98.50264063,48.94969667,47.0189768,Without Failure,913
4,862,76.22217937,114.3380128,51.69960986,39.68604094,Without Failure,1879
1,1161,76.1622229,79.33798967,45.05771546,43.83132165,Overheating,73
3,1801,86.86163998,103.920737,45.44496912,49.82190407,Without Failure,563
9,925,93.29805808,69.78854391,51.62903783,34.87703739,Without Failure,685
5,1673,94.11446761,92.52988479,49.79769149,39.67895126,Without Failure,1681
6,1977,64.74643838,107.2260446,38.06555115,33.92841025,Power Failure,18
4,291,81.19264531,110.7121565,53.10417545,46.82649438,Overheating,40
1,1233,82.96848123,104.4081334,53.5630991,38.78600157,Without Failure,708
5,1707,69.76513658,123.6109177,42.92551137,43.82668133,Overheating,53
5,1720,77.87124395,101.628452,44.69122886,20.35347222,Without Failure,1917
5,1834,78.9931981,74.43384203,44.10845883,25.2204515,Power Failure,60
6,751,70.14904386,65.89460844,57.09427816,48.46297837,Without Failure,1759
2,1234,87.81945967,85.11894507,46.18226212,31.6785637,Without Failure,1538
1,874,77.35120136,85.02379965,51.95282019,30.18123392,Without Failure,1168
2,662,73.28332885,100.5631617,55.45835933,31.31145087,Without Failure,994
10,1411,62.76438139,91.72970342,53.29322688,42.00216675,Without Failure,844
6,1419,86.51328659,85.72316489,49.5114896,35.25607494,Without Failure,894
5,1147,75.74972136,91.25786011,54.51088553,35.58430234,Without Failure,1093
5,1584,75.78289154,94.92941364,41.27651799,33.60548667,Without Failure,529
6,919,66.53871504,87.46324737,52.49212195,47.37559267,Without Failure,755
10,908,83.93795747,100.5841587,48.5696914,35.72893365,Without Failure,1090
7,123,63.65242524,114.2111659,48.47073675,36.76775887,Without Failure,600
9,67,52.91929531,90.26904012,50.72207925,32.25791133,Without Failure,1204
7,474,67.91246719,101.2431598,55.99912367,44.33277358,Without Failure,1377
2,357,78.47020781,131.0464662,54.85504611,57.60320335,Without Failure,1560
6,1766,78.38396348,103.6761075,48.34999264,46.07910583,Without Failure,502
9,1479,76.40491429,116.3557325,51.13518001,46.11703319,Without Failure,1604
7,1369,73.27908828,92.91149836,45.34756649,49.77669893,Without Failure,1127
2,1953,76.58618005,117.5354997,48.19451611,35.6833283,Without Failure,547
3,520,103.6029739,87.9452096,51.39954977,38.37261877,Without Failure,1549
8,1801,77.49782398,109.0245479,50.76495016,21.54608792,Without Failure,1801
9,1660,70.77596082,116.1580899,51.75915614,45.0851139,Without Failure,664
4,1906,73.95301121,123.1320276,51.05023537,39.98022061,Without Failure,1610
9,832,72.92603948,101.8845236,47.37186374,33.70230309,Without Failure,846
2,623,75.6931902,95.95043563,46.72817869,41.76351287,Without Failure,1003
5,1521,65.88512575,79.25697656,48.35525559,58.1615481,Without Failure,1687
2,1351,82.98936914,98.89705451,51.40423172,40.42728792,Without Failure,1487
1,1353,77.96861014,112.0632211,51.09914796,41.9755484,Without Failure,1127
5,1589,67.10887806,110.4702787,52.16720964,58.12518916,Without Failure,1597
2,426,85.19768533,99.70786138,50.13808074,51.76033136,Without Failure,1133
7,1008,55.97334063,105.5590713,49.7952168,48.91323688,Mechanical Wear,25
8,442,96.52573034,125.0649067,46.11996607,58.49359227,Without Failure,1482
2,600,93.85201959,110.2174378,50.8528676,31.20693607,Without Failure,1799
7,1118,92.25142275,96.48929516,55.69245903,60.54419001,Without Failure,1664
4,1894,70.03470871,99.95919228,44.18090317,50.03061879,Mechanical Wear,11
1,761,77.40670554,110.1342811,51.43256507,52.51866434,Without Failure,1486
3,954,68.78176766,108.9157875,54.87288721,46.66574183,Without Failure,765
1,1474,79.30678185,133.8568565,45.36582913,31.92841084,Without Failure,1002
5,1340,75.18365312,124.7602014,50.89568172,21.7845158,Without Failure,1369
8,486,70.3974603,84.62407964,48.44332733,43.97381803,Without Failure,922
1,1701,70.29090026,90.24485189,44.8257642,34.03182169,Without Failure,1096
9,738,75.82486083,119.1740876,49.78787556,32.89664406,Without Failure,1506
3,647,104.3619449,88.34836764,51.56223295,35.88441598,Without Failure,781
5,895,88.05534003,102.5278448,53.44696524,14.7366161,Mechanical Wear,87
9,1600,75.85667085,124.3668739,50.6279882,29.91664056,Without Failure,956
5,4,73.18813216,104.6813889,43.65623345,25.00087679,Power Failure,5
9,631,81.2299592,114.7437351,55.9905016,27.87743116,Without Failure,1873
10,1394,68.87051498,103.3209683,45.04607993,31.87530502,Without Failure,1715
8,1754,72.71940543,98.9350918,44.15901468,38.51153212,Without Failure,1441
7,876,55.4845126,72.38154312,52.39810571,45.06691271,Without Failure,1335
1,985,75.90853585,103.8549912,54.0180001,58.35926178,Without Failure,1011
4,1578,76.1627513,92.04952547,44.93413565,26.3849404,Without Failure,774
9,1211,69.56203105,120.1418092,44.03091809,51.68183277,Without Failure,992
10,25,79.51389798,62.11920628,55.56869638,36.20168158,Without Failure,1575
